name, x, y, z
lever1_hinge,164.9994,114.2262, 44.94378
lever1_hinge_world,-1.128687,11.509,16.74365
lever2_hinge,81.36136,90.65927, 41.82748
lever2_hinge_world,6.919436,13.29797,18.43434
ladle_hinge,88.64345,132.5418, 41.88406
ladle_hinge_world,6.24603,9.639721,18.29288
ladle_tip,107.6668,149.0641, 42.49933
ladle_tip_world,4.499365,8.202249,17.92595
springhinge2,75.45197,76.97382, 41.63933
springhinge2_world,7.456589,14.46323,18.58907
springhinge1,122.3268,80.48331, 43.36808
springhinge1_world,3.131429,14.4301,17.68048
body_back,214.8612,118.5174, 46.58526
body_back_world,-6.346137,11.234,16.087
