name, x, y, z
lever1_hinge,161.3714,128.2378, 45.03455
lever1_hinge_world,-1.143293,11.509,16.69842
lever2_hinge,93.38651,69.7536, 43.13961
lever2_hinge_world,5.473958,16.60586,17.73047
ladle_hinge,89.32309,110.3279, 42.69273
ladle_hinge_world,5.822945,12.90025,17.7849
ladle_tip,101.2524,132.9404, 42.91163
ladle_tip_world,4.711027,10.90391,17.61148
springhinge2,91.34058,55.58707, 43.13834
springhinge2_world,5.677643,17.88,17.80373
springhinge1,134.606,79.22021, 44.43851
springhinge1_world,1.536478,15.99975,17.15786
body_back,212.3987,132.3375, 46.44048
body_back_world,-6.387953,11.234,16.31564
