name, x, y, z
lever1_hinge,166.2426,114.6494, 44.73458
lever1_hinge_world,-1.093472,11.509,16.94426
lever2_hinge,90.84711,90.1963, 40.00477
lever2_hinge_world,6.405329,13.13988,20.3996
ladle_hinge,76.49966,131.0616, 39.00927
ladle_hinge_world,7.631332,9.670862,20.96453
ladle_tip,96.95494,145.6476, 40.09388
ladle_tip_world,5.838704,8.506394,20.13851
springhinge2,92.62813,75.09644, 40.13145
springhinge2_world,6.258467,14.42371,20.37707
springhinge1,128.2823,80.12663, 42.288
springhinge1_world,2.900929,14.34589,18.82997
body_back,209.3852,119.8037, 47.43419
body_back_world,-6.033402,11.234,15.14147
