name, x, y, z
lever1_hinge,160.9905,126.433, 44.9741
lever1_hinge_world,-1.124412,11.509,16.75866
lever2_hinge,87.88585,76.69604, 42.29033
lever2_hinge_world,6.011609,15.66345,18.38621
ladle_hinge,88.95193,118.564, 42.03173
ladle_hinge_world,5.887784,11.94321,18.35796
ladle_tip,111.3844,128.7154, 42.84869
ladle_tip_world,3.80251,11.12026,17.88237
springhinge2,84.13455,62.46124, 42.20131
springhinge2_world,6.36798,16.8996,18.50954
springhinge1,129.3686,80.81845, 43.91402
springhinge1_world,2.079223,15.5954,17.53138
body_back,210.3047,130.8213, 46.73193
body_back_world,-6.329813,11.234,16.01248
