name, x, y, z
lever1_hinge,161.8649,123.3825, 44.80986
lever1_hinge_world,-1.095807,11.509,16.91435
lever2_hinge,88.5719,85.20253, 40.56601
lever2_hinge_world,6.197727,14.37122,19.98733
ladle_hinge,94.45187,128.6417, 40.62011
ladle_hinge_world,5.643825,10.69766,19.75396
ladle_tip,116.5085,124.0885, 41.92101
ladle_tip_world,3.582319,11.19523,18.88539
springhinge2,83.4381,70.72516, 40.32485
springhinge2_world,6.669921,15.54937,20.23077
springhinge1,127.4927,82.58693, 42.82439
springhinge1_world,2.515924,14.98196,18.48057
body_back,206.0246,128.4406, 47.39247
body_back_world,-6.092578,11.234,15.27568
