name, x, y, z
lever1_hinge,171.2754,117.3463, 45.01799
lever1_hinge_world,-1.168977,11.509,16.63353
lever2_hinge,87.54562,86.55627, 43.12622
lever2_hinge_world,6.808099,14.11861,17.2559
ladle_hinge,67.33524,122.149, 42.45234
ladle_hinge_world,8.602581,10.8603,17.3959
ladle_tip,70.90602,147.6957, 42.39242
ladle_tip_world,8.267737,8.593369,17.36978
springhinge2,91.11179,72.88704, 43.2481
springhinge2_world,6.493317,15.37197,17.27246
springhinge1,129.9586,80.25212, 44.15306
springhinge1_world,2.860302,14.85528,16.98902
body_back,224.2232,121.0421, 45.93519
body_back_world,-6.427545,11.234,16.65457
