name, x, y, z
lever1_hinge,160.0302,128.2864, 44.84717
lever1_hinge_world,-1.09837,11.509,16.89062
lever2_hinge,98.239,66.31697, 41.6464
lever2_hinge_world,5.135498,16.61171,19.32628
ladle_hinge,95.53148,108.4069, 41.18702
ladle_hinge_world,5.363437,12.89735,19.41534
ladle_tip,108.4634,130.8574, 41.7334
ladle_tip_world,4.147481,11.01386,18.94025
springhinge2,96.05386,51.55505, 41.58731
springhinge2_world,5.353155,17.87909,19.45534
springhinge1,136.2745,77.94063, 43.72742
springhinge1_world,1.415205,16.00212,17.91673
body_back,205.0118,133.259, 47.32167
body_back_world,-6.136478,11.234,15.38382
