name, x, y, z
lever1_hinge,165.8089,128.7492, 45.04171
lever1_hinge_world,-1.156871,11.509,16.66231
lever2_hinge,92.41388,77.41003, 43.29609
lever2_hinge_world,5.920838,15.99238,17.46008
ladle_hinge,60.90197,102.408, 42.22976
ladle_hinge_world,8.741684,13.58447,17.77803
ladle_tip,78.24749,121.7113, 42.55545
ladle_tip_world,7.178749,11.91773,17.60186
springhinge2,100.4765,66.3219, 43.57245
springhinge2_world,5.184059,17.05337,17.41829
springhinge1,134.6257,82.51904, 44.44279
springhinge1_world,1.924777,15.7412,17.05092
body_back,217.8954,132.6351, 46.18503
body_back_world,-6.413055,11.234,16.50258
