name, x, y, z
lever1_hinge,158.7987,130.283, 44.77666
lever1_hinge_world,-1.092257,11.509,16.96996
lever2_hinge,101.0073,66.39578, 41.14333
lever2_hinge_world,4.863692,16.67089,19.92168
ladle_hinge,93.00252,107.4758, 40.31314
ladle_hinge_world,5.582068,13.03586,20.2777
ladle_tip,111.6605,122.9501, 41.41538
ladle_tip_world,3.825763,11.8486,19.40729
springhinge2,100.8291,51.50119, 41.19563
springhinge2_world,4.895506,17.96143,19.9832
springhinge1,136.9517,79.25345, 43.50733
springhinge1_world,1.286038,16.02603,18.19438
body_back,200.8047,135.581, 47.65499
body_back_world,-5.979143,11.234,15.02797
