name, x, y, z
lever1_hinge,159.4099,127.2902, 45.07599
lever1_hinge_world,-1.153452,11.509,16.67098
lever2_hinge,84.67239,78.09868, 43.09077
lever2_hinge_world,6.056909,15.75798,17.55868
ladle_hinge,96.29572,117.7143, 43.14468
ladle_hinge_world,4.960592,12.20324,17.42371
ladle_tip,119.3229,125.9976, 43.79246
ladle_tip_world,2.790841,11.51576,17.15658
springhinge2,77.40895,65.53146, 42.92305
springhinge2_world,6.734649,16.85132,17.68343
springhinge1,127.0341,81.95912, 44.34172
springhinge1_world,2.059249,15.63778,17.10782
body_back,211.0969,131.2702, 46.34074
body_back_world,-6.407721,11.234,16.45734
