name, x, y, z
lever1_hinge,168.9146,124.0051, 45.05085
lever1_hinge_world,-1.170577,11.509,16.62992
lever2_hinge,89.16187,83.44977, 43.35671
lever2_hinge_world,6.452279,15.0315,17.19135
ladle_hinge,56.9252,108.2067, 42.42836
ladle_hinge_world,9.330342,12.6803,17.40333
ladle_tip,71.32583,129.6718, 42.61579
ladle_tip_world,8.032814,10.79375,17.30776
springhinge2,97.51035,72.39868, 43.59461
springhinge2_world,5.693614,16.07768,17.17659
springhinge1,131.9237,82.40024, 44.37365
springhinge1_world,2.444692,15.303,16.9373
body_back,221.8697,127.6998, 45.96626
body_back_world,-6.429004,11.234,16.6738
