name, x, y, z
lever1_hinge,165.1618,119.0978, 45.00823
lever1_hinge_world,-1.14589,11.509,16.69114
lever2_hinge,80.67629,94.01004, 42.40947
lever2_hinge_world,6.942805,13.50534,17.88225
ladle_hinge,78.41906,135.8054, 42.09607
ladle_hinge_world,7.119084,9.787202,17.90821
ladle_tip,103.2714,133.8909, 42.87387
ladle_tip_world,4.861561,9.999043,17.57577
springhinge2,77.88963,79.67056, 42.36602
springhinge2_world,7.206277,14.76805,17.96249
springhinge1,122.2857,84.7224, 43.74263
springhinge1_world,3.088864,14.53945,17.35617
body_back,216.4828,123.1332, 46.33852
body_back_world,-6.393619,11.234,16.35301
