name, x, y, z
lever1_hinge,175.8476,122.4871, 44.91019
lever1_hinge_world,-1.141165,11.509,16.70453
lever2_hinge,94.65724,87.69698, 42.53365
lever2_hinge_world,6.662809,14.39094,17.97871
ladle_hinge,55.33994,99.88225, 41.28888
ladle_hinge_world,10.12362,13.14201,18.54377
ladle_tip,42.94418,123.0766, 40.79311
ladle_tip_world,11.1511,11.10045,18.71153
springhinge2,106.2835,80.17477, 42.89952
springhinge2_world,5.605795,15.12295,17.84767
springhinge1,136.7448,83.42166, 43.84602
springhinge1_world,2.728718,14.99176,17.37792
body_back,227.1403,126.5061, 46.20397
body_back_world,-6.382963,11.234,16.28438
