name, x, y, z
lever1_hinge,168.5201,119.0354, 44.8345
lever1_hinge_world,-1.106847,11.509,16.83515
lever2_hinge,90.4389,85.66592, 41.17715
lever2_hinge_world,6.529472,14.05977,19.28694
ladle_hinge,63.15343,116.6069, 39.80743
ladle_hinge_world,8.878739,11.2726,20.04123
ladle_tip,80.13051,137.3769, 40.42745
ladle_tip_world,7.411728,9.576186,19.57021
springhinge2,96.79973,72.91696, 41.49668
springhinge2_world,5.966195,15.21477,19.14915
springhinge1,130.7769,80.4758, 43.08144
springhinge1_world,2.755008,14.82549,18.11814
body_back,215.615,123.7158, 46.94316
body_back_world,-6.228399,11.234,15.64238
